season,team,match_location,outcome,outcome_binary,final_points_absolute,final_points_relative,abs_carries,abs_metres_made,abs_defenders_beaten,abs_clean_breaks,abs_offloads,abs_passes,abs_turnovers_conceded,abs_turnovers_won,abs_kicks_from_hand,abs_kick_metres,abs_scrums_won,abs_rucks_won,abs_lineout_throws_lost,abs_lineout_throws_won,abs_tackles,abs_missed_tackles,abs_penalties_conceded,abs_scrum_pens_conceded,abs_lineout_pens_conceded,abs_general_play_pens_conceded,abs_free_kicks_conceded,abs_ruck_maul_tackle_pen_con,abs_red_cards,abs_yellow_cards,rel_carries,rel_metres_made,rel_defenders_beaten,rel_clean_breaks,rel_offloads,rel_passes,rel_turnovers_conceded,rel_turnovers_won,rel_kicks_from_hand,rel_kick_metres,rel_scrums_won,rel_rucks_won,rel_lineout_throws_lost,rel_lineout_throws_won,rel_tackles,rel_missed_tackles,rel_penalties_conceded,rel_scrum_pens_conceded,rel_lineout_pens_conceded,rel_general_play_pens_conceded,rel_free_kicks_conceded,rel_ruck_maul_tackle_pen_con,rel_red_cards,rel_yellow_cards
22/23,Connacht Rugby,away,win,1,22,3,102,284,9,4,5,136,15,10,39,1688,3,3,0,23,154,21,4,2,0,1,0,0,0,0,-20,-22,-11,0,-2,11,4,4,-3,91,-4,-3,0,4,31,12,-2,2,0,-1,0,0,0,-1
22/23,Vodacom Bulls,home,win,1,40,13,95,485,13,7,9,103,13,9,33,1157,7,5,5,13,62,18,9,1,1,4,0,2,0,0,22,140,-5,3,-2,18,1,5,11,216,2,-1,5,1,-22,5,-5,-2,1,2,0,-1,0,0
22/23,Hollywoodbets Sharks,away,loss,0,27,-13,73,345,18,4,11,85,12,4,22,941,5,6,0,12,84,13,14,3,0,2,0,3,0,0,-22,-140,5,-3,2,-18,-1,-5,-11,-216,-2,1,-5,-1,22,-5,5,2,-1,-2,0,1,0,0
22/23,Emirates Lions,home,loss,0,22,-9,82,317,16,4,7,91,7,7,29,1009,7,5,4,5,70,18,11,2,0,2,1,3,0,1,4,-59,-2,-3,-8,-14,-5,2,7,32,4,-4,0,-8,-35,2,-1,1,0,-3,1,0,0,1
22/23,DHL Stormers,away,win,1,31,9,78,376,18,7,15,105,12,5,22,977,3,9,4,13,105,16,12,1,0,5,0,3,0,0,-4,59,2,3,8,14,5,-2,-7,-32,-4,4,0,8,35,-2,1,-1,0,3,-1,0,0,-1
22/23,Edinburgh Rugby,away,loss,0,17,-7,119,248,10,1,4,130,10,7,16,676,6,7,2,11,141,9,15,2,0,3,0,3,0,1,19,57,1,-3,-2,12,2,-2,-5,-114,-5,2,2,1,2,-1,2,1,0,-3,0,0,-1,-1
22/23,Benetton Rugby,home,win,1,24,7,100,191,9,4,6,118,8,9,21,790,11,5,0,10,139,10,13,1,0,6,0,3,1,2,-19,-57,-1,3,2,-12,-2,2,5,114,5,-2,-2,-1,-2,1,-2,-1,0,3,0,0,1,1
22/23,Dragons RFC,away,loss,0,25,-8,88,462,9,2,14,127,13,7,20,922,3,2,1,11,116,25,11,4,2,1,1,1,0,1,-16,134,-16,-3,4,17,2,3,1,-134,-4,-6,0,-8,38,16,-1,3,2,-5,0,-1,0,-1
22/23,Emirates Lions,home,win,1,33,8,104,328,25,5,10,110,11,4,19,1056,7,8,1,19,78,9,12,1,0,6,1,2,0,2,16,-134,16,3,-4,-17,-2,-3,-1,134,4,6,0,8,-38,-16,1,-3,-2,5,0,1,0,1
22/23,Ospreys,away,loss,0,26,-17,99,366,18,2,8,105,13,7,27,831,7,9,1,10,113,29,5,3,0,0,0,0,0,0,-22,-271,-11,-9,-9,-50,-4,-1,6,84,0,8,-3,6,-4,11,-2,2,0,-2,-1,0,0,0
22/23,Vodacom Bulls,home,win,1,43,17,121,637,29,11,17,155,17,8,21,747,7,1,4,4,117,18,7,1,0,2,1,0,0,0,22,271,11,9,9,50,4,1,-6,-84,0,-8,3,-6,4,-11,2,-2,0,2,1,0,0,0
22/23,Hollywoodbets Sharks,home,loss,0,0,-35,97,283,9,2,11,121,20,7,30,1061,3,11,1,15,88,9,15,0,1,1,0,0,0,1,22,67,0,-2,9,66,11,-5,-8,-343,-5,6,-1,3,-10,0,3,0,0,-2,0,-2,0,0
22/23,Cardiff Rugby,away,win,1,35,35,75,216,9,4,2,55,9,12,38,1404,8,5,2,12,98,9,12,0,1,3,0,2,0,1,-22,-67,0,2,-9,-66,-11,5,8,343,5,-6,1,-3,10,0,-3,0,0,2,0,2,0,0
22/23,Munster Rugby,home,win,1,24,7,100,388,13,4,11,121,15,6,32,1276,4,2,4,13,131,8,10,5,1,0,2,1,0,0,0,106,5,2,7,10,9,-3,3,6,-4,-2,1,0,32,-5,-2,4,1,-4,1,-3,0,-1
22/23,Connacht Rugby,away,loss,0,17,-7,100,282,8,2,4,111,6,9,29,1270,8,4,3,13,99,13,12,1,0,4,1,4,0,1,0,-106,-5,-2,-7,-10,-9,3,-3,-6,4,2,-1,0,-32,5,2,-4,-1,4,-1,3,0,1
22/23,Scarlets,away,loss,0,19,-17,121,437,13,8,21,177,12,5,19,764,5,4,3,7,111,27,11,2,2,0,0,2,0,0,12,13,-14,4,1,43,0,-1,0,-160,2,-2,1,-10,-12,14,0,1,2,-5,-1,-1,0,0
22/23,DHL Stormers,home,win,1,36,17,109,424,27,4,20,134,12,6,19,924,3,6,2,17,123,13,11,1,0,5,1,3,0,0,-12,-13,14,-4,-1,-43,0,1,0,160,-2,2,-1,10,12,-14,0,-1,-2,5,1,1,0,0
22/23,Glasgow Warriors,away,loss,0,5,-35,157,548,26,7,25,249,17,5,15,751,7,9,3,12,95,12,13,3,0,3,0,1,0,0,70,140,14,4,19,137,3,-1,-9,-400,0,5,2,-2,-74,-14,-2,-2,0,0,0,-3,0,-1
22/23,Leinster Rugby,home,win,1,40,35,87,408,12,3,6,112,14,6,24,1151,7,4,1,14,169,26,15,5,0,3,0,4,0,1,-70,-140,-14,-4,-19,-137,-3,1,9,400,0,-5,-2,2,74,14,2,2,0,0,0,3,0,1
22/23,Ulster Rugby,home,win,1,36,21,122,304,18,4,17,177,11,8,20,772,6,6,3,10,113,18,14,1,1,5,1,5,0,2,5,72,0,1,3,23,-1,3,2,-12,2,-1,-2,-3,-20,0,2,-2,1,3,1,4,0,2
22/23,Zebre Parma,away,loss,0,15,-21,117,232,18,3,14,154,12,5,18,784,4,7,5,13,133,18,12,3,0,2,0,1,0,0,-5,-72,0,-1,-3,-23,1,-3,-2,12,-2,1,2,3,20,0,-2,2,-1,-3,-1,-4,0,-2
22/23,Edinburgh Rugby,home,loss,0,17,-21,78,285,22,4,2,120,8,6,21,809,7,3,6,12,117,19,12,3,2,2,2,1,0,0,-21,-88,3,-3,-4,-1,-4,2,-2,-6,4,-1,3,-3,29,-3,2,0,2,0,2,-1,0,0
22/23,Munster Rugby,away,win,1,38,21,99,373,19,7,6,121,12,4,23,815,3,4,3,15,88,22,10,3,0,2,0,2,0,0,21,88,-3,3,4,1,4,-2,2,6,-4,1,-3,3,-29,3,-2,0,-2,0,-2,1,0,0
22/23,Glasgow Warriors,away,win,1,45,28,93,246,12,5,5,131,7,8,23,1010,8,3,5,15,82,11,13,2,0,5,0,2,0,1,12,-16,1,2,0,39,-8,7,4,223,4,0,3,0,-24,-1,-5,-3,-1,1,-2,-1,0,1
22/23,Zebre Parma,home,loss,0,17,-28,81,262,11,3,5,92,15,1,19,787,4,3,2,15,106,12,18,5,1,4,2,3,0,0,-12,16,-1,-2,0,-39,8,-7,-4,-223,-4,0,-3,0,24,1,5,3,1,-1,2,1,0,-1
22/23,Hollywoodbets Sharks,home,win,1,25,15,90,238,20,3,8,101,16,9,18,826,4,5,1,15,92,8,9,2,0,1,1,3,0,0,2,-90,12,-3,-4,10,8,5,-7,57,-5,-4,-1,4,-10,-12,-5,1,0,-2,1,1,0,0
22/23,Ospreys,away,loss,0,10,-15,88,328,8,6,12,91,8,4,25,769,9,9,2,11,102,20,14,1,0,3,0,2,0,0,-2,90,-12,3,4,-10,-8,-5,7,-57,5,4,1,-4,10,12,5,-1,0,2,-1,-1,0,0
22/23,Dragons RFC,away,loss,0,26,-8,74,335,7,3,10,103,10,7,18,641,7,6,1,9,72,15,14,5,0,2,1,1,0,1,-9,-7,-8,-1,-1,-23,-8,1,0,-119,-2,0,-1,-5,4,8,7,4,0,1,0,-2,0,1
22/23,DHL Stormers,home,win,1,34,8,83,342,15,4,11,126,18,6,18,760,9,6,2,14,68,7,7,1,0,1,1,3,0,0,9,7,8,1,1,23,8,-1,0,119,2,0,1,5,-4,-8,-7,-4,0,-1,0,2,0,-1
22/23,Emirates Lions,home,win,1,32,17,97,369,19,4,13,115,15,7,27,1581,7,3,2,11,84,13,8,3,0,0,0,3,0,2,2,-151,6,-2,2,-19,-2,0,7,547,-4,-1,-1,1,-18,-6,-4,0,0,-7,-2,0,0,1
22/23,Scarlets,away,loss,0,15,-17,95,520,13,6,11,134,17,7,20,1034,11,4,3,10,102,19,12,3,0,7,2,3,0,1,-2,151,-6,2,-2,19,2,0,-7,-547,4,1,1,-1,18,6,4,0,0,7,2,0,0,-1
22/23,Cardiff Rugby,away,loss,0,9,-36,93,275,9,1,2,127,12,9,23,794,6,2,1,8,147,13,11,2,1,2,0,2,0,0,-44,-227,-3,-8,-18,-43,-5,5,1,48,3,-2,0,-10,39,4,3,0,1,1,-1,-1,0,0
22/23,Vodacom Bulls,home,win,1,45,36,137,502,12,9,20,170,17,4,22,746,3,4,1,18,108,9,8,2,0,1,1,3,0,0,44,227,3,8,18,43,5,-5,-1,-48,-3,2,0,10,-39,-4,-3,0,-1,-1,1,1,0,0
22/23,Benetton Rugby,away,loss,0,19,-19,136,580,26,7,11,200,16,5,14,524,6,6,2,8,153,20,14,2,2,4,1,2,1,0,18,158,6,2,2,33,6,-4,-9,-374,1,2,1,-7,-16,-6,6,1,2,1,0,-1,1,0
22/23,Connacht Rugby,home,win,1,38,19,118,422,20,5,9,167,10,9,23,898,5,4,1,15,169,26,8,1,0,3,1,3,0,0,-18,-158,-6,-2,-2,-33,-6,4,9,374,-1,-2,-1,7,16,6,-6,-1,-2,-1,0,1,-1,0
22/23,Ulster Rugby,away,loss,0,29,-9,121,353,14,3,7,144,14,4,30,950,6,4,1,8,164,22,9,1,0,1,0,2,0,2,-7,29,-8,-3,2,3,2,-8,6,-52,1,2,-1,-1,27,8,0,0,0,-3,0,-3,-1,2
22/23,Leinster Rugby,home,win,1,38,9,128,324,22,6,5,141,12,12,24,1002,5,2,2,9,137,14,9,1,0,4,0,5,1,0,7,-29,8,3,-2,-3,-2,8,-6,52,-1,-2,1,1,-27,-8,0,0,0,3,0,3,1,-2
22/23,Edinburgh Rugby,away,loss,0,10,-6,113,375,17,2,6,133,16,5,16,521,5,10,1,12,126,12,13,2,2,0,1,3,0,0,18,141,5,0,0,40,5,-4,-9,-344,-1,8,0,-2,-26,-5,3,-1,2,-2,0,2,0,0
22/23,Glasgow Warriors,home,win,1,16,6,95,234,12,2,6,93,11,9,25,865,6,2,1,14,152,17,10,3,0,2,1,1,0,0,-18,-141,-5,0,0,-40,-5,4,9,344,1,-8,0,2,26,5,-3,1,-2,2,0,-2,0,0
22/23,Emirates Lions,away,loss,0,10,-27,68,159,12,1,6,75,13,7,26,909,8,4,3,9,127,27,9,1,0,7,0,2,0,0,-49,-466,-15,-8,-5,-70,-8,2,8,406,2,-1,1,2,40,15,1,-1,0,5,-1,2,0,-1
22/23,Hollywoodbets Sharks,home,win,1,37,27,117,625,27,9,11,145,21,5,18,503,6,5,2,7,87,12,8,2,0,2,1,0,0,1,49,466,15,8,5,70,8,-2,-8,-406,-2,1,-1,-2,-40,-15,-1,1,0,-5,1,-2,0,1
22/23,Vodacom Bulls,away,loss,0,27,-10,122,315,14,5,7,159,10,3,18,647,5,8,2,13,74,17,16,1,0,8,0,3,0,2,48,-22,-3,0,-4,57,-2,-1,0,-96,2,7,0,2,-90,3,3,-1,-1,4,-1,0,0,2
22/23,DHL Stormers,home,win,1,37,10,74,337,17,5,11,102,12,4,18,743,3,1,2,11,164,14,13,2,1,4,1,3,0,0,-48,22,3,0,4,-57,2,1,0,96,-2,-7,0,-2,90,-3,-3,1,1,-4,1,0,0,-2
22/23,Zebre Parma,away,loss,0,5,-33,111,350,17,2,14,131,13,6,21,648,8,7,2,9,109,21,17,2,1,5,1,4,0,1,-9,-45,-4,-6,-1,-15,-3,-1,-1,-325,1,-7,-1,-5,-13,4,6,-1,0,4,-2,4,0,1
22/23,Benetton Rugby,home,win,1,38,33,120,395,21,8,15,146,16,7,22,973,7,14,3,14,122,17,11,3,1,1,3,0,0,0,9,45,4,6,1,15,3,1,1,325,-1,7,1,5,13,-4,-6,1,0,-4,2,-4,0,-1
22/23,Dragons RFC,home,loss,0,24,-5,94,330,17,6,5,137,16,4,25,866,4,11,0,14,139,21,8,1,1,5,0,0,0,1,-25,24,-4,-1,-14,8,7,-9,3,-32,0,5,-3,6,21,4,-5,0,1,0,0,-3,0,1
22/23,Cardiff Rugby,away,win,1,29,5,119,306,21,7,19,129,9,13,22,898,4,6,3,8,118,17,13,1,0,5,0,3,0,0,25,-24,4,1,14,-8,-7,9,-3,32,0,-5,3,-6,-21,-4,5,0,-1,0,0,3,0,-1
22/23,Connacht Rugby,home,loss,0,20,-2,117,322,17,1,7,151,15,12,21,891,7,5,1,15,178,15,9,1,0,2,1,2,0,0,-17,-82,2,-4,1,8,2,5,-4,-33,3,-1,0,-1,37,-2,-5,-2,0,-3,1,-2,0,-1
22/23,Ulster Rugby,away,win,1,22,2,134,404,15,5,6,143,13,7,25,924,4,6,1,16,141,17,14,3,0,5,0,4,0,1,17,82,-2,4,-1,-8,-2,-5,4,33,-3,1,0,1,-37,2,5,2,0,3,-1,2,0,1
22/23,Leinster Rugby,away,win,1,20,1,115,308,9,5,10,100,10,7,20,762,4,7,1,13,183,8,16,1,2,0,1,2,0,1,-17,82,1,2,-1,-67,-3,-3,-1,-46,0,4,0,-1,44,-1,2,-1,1,-2,0,-4,0,1
22/23,Munster Rugby,home,loss,0,19,-1,132,226,8,3,11,167,13,10,21,808,4,3,1,14,139,9,14,2,1,2,1,6,0,0,17,-82,-1,-2,1,67,3,3,1,46,0,-4,0,1,-44,1,-2,1,-1,2,0,4,0,-1
22/23,Scarlets,away,loss,0,14,-20,85,288,5,2,5,98,14,9,20,810,5,7,2,14,97,19,13,6,0,1,1,3,1,0,-10,-208,-14,-3,-5,-26,1,1,-4,-161,-7,1,0,4,-10,14,5,4,0,-1,1,2,1,-1
22/23,Ospreys,home,win,1,34,20,95,496,19,5,10,124,13,8,24,971,12,6,2,10,107,5,8,2,0,2,0,1,0,1,10,208,14,3,5,26,-1,-1,4,161,7,-1,0,-4,10,-14,-5,-4,0,1,-1,-2,-1,1
22/23,Glasgow Warriors,away,win,1,32,7,118,428,25,7,6,156,14,6,26,873,7,1,2,9,99,14,8,3,0,1,0,1,0,0,26,107,11,6,-3,46,-2,1,3,-9,1,-3,0,-2,-41,-11,-2,0,0,-1,-1,1,0,-1
22/23,Edinburgh Rugby,home,loss,0,25,-7,92,321,14,1,9,110,16,5,23,882,6,4,2,11,140,25,10,3,0,2,1,0,0,1,-26,-107,-11,-6,3,-46,2,-1,-3,9,-1,3,0,2,41,11,2,0,0,1,1,-1,0,1
22/23,Vodacom Bulls,away,loss,0,20,-27,92,250,13,2,13,119,17,5,17,712,2,9,2,13,92,15,20,4,1,4,0,4,1,2,-4,-211,-2,-3,0,-23,9,-6,-3,-39,-4,2,0,0,-8,2,6,3,0,2,0,-2,1,2
22/23,Hollywoodbets Sharks,home,win,1,47,27,96,461,15,5,13,142,8,11,20,751,6,7,2,13,100,13,14,1,1,2,0,6,0,0,4,211,2,3,0,23,-9,6,3,39,4,-2,0,0,8,-2,-6,-3,0,-2,0,2,-1,-2
22/23,Emirates Lions,away,loss,0,8,-32,107,331,20,5,2,133,14,9,21,990,7,5,2,10,88,19,8,2,0,2,0,0,0,0,0,-326,1,-3,-14,-5,2,1,1,68,0,1,0,-1,-51,-1,-4,1,-1,-1,-1,-5,0,0
22/23,DHL Stormers,home,win,1,40,32,107,657,19,8,16,138,12,8,20,922,7,4,2,11,139,20,12,1,1,3,1,5,0,0,0,326,-1,3,14,5,-2,-1,-1,-68,0,-1,0,1,51,1,4,-1,1,1,1,5,0,0
22/23,Zebre Parma,home,loss,0,17,-23,93,435,19,3,7,115,19,6,28,901,5,7,2,10,116,22,13,3,0,1,1,2,1,0,-13,92,-3,-4,-1,-20,5,-5,-2,-380,-2,1,-1,-6,20,3,4,1,0,-1,-1,-1,1,-1
22/23,Benetton Rugby,away,win,1,40,23,106,343,22,7,8,135,14,11,30,1281,7,6,3,16,96,19,9,2,0,2,2,3,0,1,13,-92,3,4,1,20,-5,5,2,380,2,-1,1,6,-20,-3,-4,-1,0,1,1,1,-1,1
22/23,Dragons RFC,away,loss,0,17,-16,108,330,15,3,8,138,18,7,18,610,7,3,2,8,85,13,12,6,0,2,1,3,0,1,23,60,2,-3,-3,55,5,-1,2,-16,-2,-4,0,0,-49,-2,0,4,-1,-3,-1,1,-1,1
22/23,Scarlets,home,win,1,33,16,85,270,13,6,11,83,13,8,16,626,9,7,2,8,134,15,12,2,1,5,2,2,1,0,-23,-60,-2,3,3,-55,-5,1,-2,16,2,4,0,0,49,2,0,-4,1,3,1,-1,1,-1
22/23,Leinster Rugby,home,win,1,41,29,143,722,15,8,16,189,8,11,33,1402,3,2,6,12,156,13,9,3,1,0,2,2,0,0,17,285,2,5,14,12,-4,9,4,180,-2,-4,6,-3,9,-2,-3,3,1,-3,2,-2,0,-1
22/23,Connacht Rugby,away,loss,0,12,-29,126,437,13,3,2,177,12,2,29,1222,5,6,0,15,147,15,12,0,0,3,0,4,0,1,-17,-285,-2,-5,-14,-12,4,-9,-4,-180,2,4,-6,3,-9,2,3,-3,-1,3,-2,2,0,1
22/23,Ulster Rugby,home,loss,0,14,-1,95,263,14,2,8,118,13,5,24,949,4,4,3,9,285,30,10,1,1,3,0,2,0,1,-105,-141,-16,-2,-6,-141,7,-1,3,182,0,-5,0,-4,183,16,-1,0,1,-1,-1,0,0,1
22/23,Munster Rugby,away,win,1,15,1,200,404,30,4,14,259,6,6,21,767,4,9,3,13,102,14,11,1,0,4,1,2,0,0,105,141,16,2,6,141,-7,1,-3,-182,0,5,0,4,-183,-16,1,0,-1,1,1,0,0,-1
22/23,Cardiff Rugby,home,loss,0,19,-3,64,213,6,4,2,72,9,7,27,941,8,4,5,6,89,16,18,7,1,2,1,1,0,1,-23,-29,-10,0,-10,-39,-6,0,10,27,0,-2,4,-11,6,10,9,5,1,0,0,-2,0,0
22/23,Ospreys,away,win,1,22,3,87,242,16,4,12,111,15,7,17,914,8,6,1,17,83,6,9,2,0,2,1,3,0,1,23,29,10,0,10,39,6,0,-10,-27,0,2,-4,11,-6,-10,-9,-5,-1,0,0,2,0,0
22/23,Dragons RFC,home,loss,0,14,-15,89,321,10,6,8,101,18,4,23,894,1,10,1,14,134,18,19,8,0,3,2,1,0,1,-17,-85,-8,4,1,-15,7,-7,-5,-124,-9,5,-1,2,33,8,10,7,-1,0,1,1,0,1
22/23,Vodacom Bulls,away,win,1,29,15,106,406,18,2,7,116,11,11,28,1018,10,5,2,12,101,10,9,1,1,3,1,0,0,0,17,85,8,-4,-1,15,-7,7,5,124,9,-5,1,-2,-33,-8,-10,-7,1,0,-1,-1,0,-1
22/23,Glasgow Warriors,home,win,1,24,7,115,484,39,10,7,170,14,9,17,623,12,4,1,8,97,18,11,2,0,3,0,4,0,1,24,216,21,8,-4,57,0,-2,1,-22,7,0,0,-10,-37,-21,2,-3,0,3,-1,4,0,1
22/23,DHL Stormers,away,loss,0,17,-7,91,268,18,2,11,113,14,11,16,645,5,4,1,18,134,39,9,5,0,0,1,0,0,0,-24,-216,-21,-8,4,-57,0,2,-1,22,-7,0,0,10,37,21,-2,3,0,-3,1,-4,0,-1
22/23,Ulster Rugby,away,loss,0,29,-2,131,368,14,2,9,193,12,2,21,742,8,6,3,8,101,17,8,2,0,4,0,1,0,0,40,74,-3,-4,6,86,-2,-3,-8,-186,3,5,3,0,-76,3,0,2,-1,1,0,-2,0,-1
22/23,Benetton Rugby,home,win,1,31,2,91,294,17,6,3,107,14,5,29,928,5,1,0,8,177,14,8,0,1,3,0,3,0,1,-40,-74,3,4,-6,-86,2,3,8,186,-3,-5,-3,0,76,-3,0,-2,1,-1,0,2,0,1
22/23,Connacht Rugby,home,win,1,24,12,93,319,10,4,11,115,12,6,30,1195,10,3,6,10,162,15,11,1,0,2,0,1,0,1,-24,-96,-5,2,4,-2,-5,0,5,398,5,0,0,0,66,5,2,0,-2,0,-1,-1,0,1
22/23,Hollywoodbets Sharks,away,loss,0,12,-12,117,415,15,2,7,117,17,6,25,797,5,3,6,10,96,10,9,1,2,2,1,2,0,0,24,96,5,-2,-4,2,5,0,-5,-398,-5,0,0,0,-66,-5,-2,0,2,0,1,1,0,-1
22/23,Cardiff Rugby,home,loss,0,22,-6,96,363,12,6,7,135,14,5,12,621,6,5,2,12,111,38,13,6,0,4,2,2,0,1,1,-110,-26,0,-1,18,1,-2,-6,51,-6,-3,2,6,2,26,2,3,0,2,1,0,0,-1
22/23,Scarlets,away,win,1,28,6,95,473,38,6,8,117,13,7,18,570,12,8,0,6,109,12,11,3,0,2,1,2,0,2,-1,110,26,0,1,-18,-1,2,6,-51,6,3,-2,-6,-2,-26,-2,-3,0,-2,-1,0,0,1
22/23,Munster Rugby,home,win,1,33,30,172,452,29,5,15,217,9,5,14,589,2,1,2,6,124,10,12,7,0,2,1,2,0,0,72,239,19,3,10,96,-1,1,-2,-69,-10,-4,-1,-1,-78,-19,6,7,-1,1,1,2,0,0
22/23,Emirates Lions,away,loss,0,3,-30,100,213,10,2,5,121,10,4,16,658,12,5,3,7,202,29,6,0,1,1,0,0,0,0,-72,-239,-19,-3,-10,-96,1,-1,2,69,10,4,1,1,78,19,-6,-7,1,-1,-1,-2,0,0
22/23,Leinster Rugby,away,win,1,24,5,135,570,16,7,14,186,15,6,16,584,7,6,1,13,128,8,14,6,0,2,1,2,0,0,36,266,8,4,9,75,5,-2,-2,-268,-3,2,0,1,-43,-8,6,5,-1,1,0,2,0,0
22/23,Ospreys,home,loss,0,19,-5,99,304,8,3,5,111,10,8,18,852,10,4,1,12,171,16,8,1,1,1,1,0,0,0,-36,-266,-8,-4,-9,-75,-5,2,2,268,3,-2,0,-1,43,8,-6,-5,1,-1,0,-2,0,0
22/23,Zebre Parma,away,loss,0,17,-7,91,276,16,6,9,125,11,6,24,910,6,7,2,10,137,18,17,1,3,4,3,3,0,1,-30,-49,-2,4,5,-35,-1,-4,2,19,0,2,0,-9,30,2,7,-2,3,2,2,2,0,1
22/23,Edinburgh Rugby,home,win,1,24,7,121,325,18,2,4,160,12,10,22,891,6,5,2,19,107,16,10,3,0,2,1,1,0,0,30,49,2,-4,-5,35,1,4,-2,-19,0,-2,0,9,-30,-2,-7,2,-3,-2,-2,-2,0,-1
22/23,DHL Stormers,away,loss,0,5,-30,150,360,15,2,11,187,18,2,27,848,3,6,3,12,159,21,8,2,0,2,1,2,0,1,24,-83,-6,-7,0,33,12,-4,-6,-301,-6,4,1,1,-45,6,0,1,0,-1,1,0,0,1
22/23,Ulster Rugby,home,win,1,35,30,126,443,21,9,11,154,6,6,33,1149,9,2,2,11,204,15,8,1,0,3,0,2,0,0,-24,83,6,7,0,-33,-12,4,6,301,6,-4,-1,-1,45,-6,0,-1,0,1,-1,0,0,-1
22/23,Ospreys,away,win,1,28,4,103,353,25,7,11,140,11,7,24,1002,10,8,2,15,86,15,10,0,0,2,0,2,0,0,11,-99,10,1,-4,15,-6,-1,4,133,8,5,2,5,-37,-10,-4,-6,0,1,-2,0,0,0
22/23,Zebre Parma,home,loss,0,24,-4,92,452,15,6,15,125,17,8,20,869,2,3,0,10,123,25,14,6,0,1,2,2,0,0,-11,99,-10,-1,4,-15,6,1,-4,-133,-8,-5,-2,-5,37,10,4,6,0,-1,2,0,0,0
22/23,Benetton Rugby,home,loss,0,30,-10,146,506,24,8,15,195,10,4,22,706,5,5,2,8,164,23,4,0,0,3,0,2,0,0,11,83,1,2,3,-3,0,-2,-1,-69,1,3,1,0,2,-1,-7,-3,0,2,0,2,0,-2
22/23,Munster Rugby,away,win,1,40,10,135,423,23,6,12,198,10,6,23,775,4,2,1,8,162,24,11,3,0,1,0,0,0,2,-11,-83,-1,-2,-3,3,0,2,1,69,-1,-3,-1,0,-2,1,7,3,0,-2,0,-2,0,2
22/23,Glasgow Warriors,away,win,1,42,14,104,501,21,8,12,141,7,7,14,615,6,6,3,13,173,10,12,1,0,4,1,2,0,0,-24,202,11,6,4,-6,-5,1,3,82,0,1,3,2,51,-11,1,-1,0,0,0,1,0,-1
22/23,Dragons RFC,home,loss,0,28,-14,128,299,10,2,8,147,12,6,11,533,6,5,0,11,122,21,11,2,0,4,1,1,0,1,24,-202,-11,-6,-4,6,5,-1,-3,-82,0,-1,-3,-2,-51,11,-1,1,0,0,0,-1,0,1
22/23,Emirates Lions,away,loss,0,24,-19,85,324,18,2,1,116,12,7,24,817,3,1,7,11,212,22,8,1,0,4,0,0,0,0,-82,-130,-4,-5,-13,-122,-1,2,3,-166,0,-10,6,-3,109,4,-4,1,0,-1,0,-3,0,-1
22/23,Connacht Rugby,home,win,1,43,19,167,454,22,7,14,238,13,5,21,983,3,11,1,14,103,18,12,0,0,5,0,3,0,1,82,130,4,5,13,122,1,-2,-3,166,0,10,-6,3,-109,-4,4,-1,0,1,0,3,0,1
22/23,Scarlets,home,win,1,37,9,90,352,13,5,8,102,12,8,25,833,5,4,1,8,190,17,13,4,0,2,1,2,0,1,-56,-41,-4,2,1,-82,-3,0,5,105,-1,-4,0,-8,107,4,3,2,0,0,0,1,0,0
22/23,Vodacom Bulls,away,loss,0,28,-9,146,393,17,3,7,184,15,8,20,728,6,8,1,16,83,13,10,2,0,2,1,1,0,1,56,41,4,-2,-1,82,3,0,-5,-105,1,4,0,8,-107,-4,-3,-2,0,0,0,-1,0,0
22/23,Hollywoodbets Sharks,away,win,1,22,3,93,410,15,6,7,114,10,8,29,996,3,5,3,6,184,25,15,1,1,5,0,4,0,1,-72,-40,-10,-1,-22,-57,-7,4,5,-83,0,-5,-1,-9,79,10,5,1,0,2,0,1,0,0
22/23,Edinburgh Rugby,home,loss,0,19,-3,165,450,25,7,29,171,17,4,24,1079,3,10,4,15,105,15,10,0,1,3,0,3,0,1,72,40,10,1,22,57,7,-4,-5,83,0,5,1,9,-79,-10,-5,-1,0,-2,0,-1,0,0
22/23,Leinster Rugby,home,win,1,38,24,149,422,28,6,4,176,9,3,29,859,8,7,1,10,108,9,10,5,0,4,2,0,0,0,53,184,19,5,-2,56,-5,0,10,195,-1,3,-1,-1,-72,-19,2,5,0,2,2,-1,0,-1
22/23,Cardiff Rugby,away,loss,0,14,-24,96,238,9,1,6,120,14,3,19,664,9,4,2,11,180,28,8,0,0,2,0,1,0,1,-53,-184,-19,-5,2,-56,5,0,-10,-195,1,-3,1,1,72,19,-2,-5,0,-2,-2,1,0,1
22/23,Glasgow Warriors,home,win,1,17,6,137,259,14,1,7,168,12,6,25,839,6,6,1,16,144,7,14,3,0,2,1,3,0,0,34,58,7,0,4,77,1,3,10,125,-1,0,-3,3,-23,-7,3,-1,0,0,1,2,0,0
22/23,Ulster Rugby,away,loss,0,11,-6,103,201,7,1,3,91,11,3,15,714,7,6,4,13,167,14,11,4,0,2,0,1,0,0,-34,-58,-7,0,-4,-77,-1,-3,-10,-125,1,0,3,-3,23,7,-3,1,0,0,-1,-2,0,0
